userId, productId, lastBoughtTime
20, 449, 2021-07-20T22:00:00.000Z
20, 1, 2021-08-29T22:00:00.000Z
20, 2, 2021-07-11T22:00:00.000Z
20, 3, 2021-08-06T22:00:00.000Z
20, 4, 2021-07-27T22:00:00.000Z
20, 5, 2021-08-30T22:00:00.000Z
20, 6, 2021-08-03T22:00:00.000Z
20, 7, 2021-08-30T22:00:00.000Z
20, 8, 2021-08-11T22:00:00.000Z
20, 9, 2021-07-30T22:00:00.000Z
20, 10, 2021-08-24T22:00:00.000Z
20, 11, 2021-08-19T22:00:00.000Z
20, 12, 2021-08-13T22:00:00.000Z
20, 13, 2021-08-24T22:00:00.000Z
20, 14, 2021-07-30T22:00:00.000Z
20, 15, 2021-09-04T22:00:00.000Z
20, 16, 2021-08-29T22:00:00.000Z
20, 17, 2021-08-25T22:00:00.000Z
20, 18, 2021-07-08T22:00:00.000Z
20, 19, 2021-08-04T22:00:00.000Z
20, 20, 2021-07-27T22:00:00.000Z
20, 21, 2021-07-23T22:00:00.000Z
20, 22, 2021-08-24T22:00:00.000Z
20, 23, 2021-09-05T22:00:00.000Z
20, 24, 2021-08-16T22:00:00.000Z
20, 25, 2021-08-15T22:00:00.000Z
20, 26, 2021-07-14T22:00:00.000Z
20, 27, 2021-07-31T22:00:00.000Z
20, 28, 2021-08-15T22:00:00.000Z
20, 29, 2021-08-29T22:00:00.000Z
20, 30, 2021-07-31T22:00:00.000Z
20, 31, 2021-07-22T22:00:00.000Z
20, 32, 2021-07-13T22:00:00.000Z
20, 33, 2021-08-13T22:00:00.000Z
1, 34, 2021-07-11T22:00:00.000Z
1, 35, 2021-08-14T22:00:00.000Z
1, 36, 2021-08-27T22:00:00.000Z
1, 37, 2021-07-20T22:00:00.000Z
1, 38, 2021-08-23T22:00:00.000Z
1, 39, 2021-08-21T22:00:00.000Z
1, 40, 2021-07-17T22:00:00.000Z
1, 41, 2021-08-24T22:00:00.000Z
1, 42, 2021-07-25T22:00:00.000Z
1, 43, 2021-08-12T22:00:00.000Z
1, 44, 2021-07-30T22:00:00.000Z
1, 45, 2021-07-21T22:00:00.000Z
1, 46, 2021-08-02T22:00:00.000Z
1, 47, 2021-08-08T22:00:00.000Z
1, 48, 2021-07-31T22:00:00.000Z
1, 49, 2021-07-15T22:00:00.000Z
1, 50, 2021-07-12T22:00:00.000Z
1, 51, 2021-07-29T22:00:00.000Z
1, 52, 2021-07-20T22:00:00.000Z
1, 53, 2021-08-23T22:00:00.000Z
1, 54, 2021-08-02T22:00:00.000Z
1, 55, 2021-08-01T22:00:00.000Z
1, 56, 2021-08-08T22:00:00.000Z
1, 57, 2021-07-27T22:00:00.000Z
1, 58, 2021-08-07T22:00:00.000Z
1, 59, 2021-07-14T22:00:00.000Z
1, 60, 2021-07-17T22:00:00.000Z
1, 61, 2021-08-07T22:00:00.000Z
1, 62, 2021-09-05T22:00:00.000Z
1, 63, 2021-07-26T22:00:00.000Z
1, 64, 2021-08-17T22:00:00.000Z
1, 65, 2021-08-06T22:00:00.000Z
1, 66, 2021-08-23T22:00:00.000Z
1, 67, 2021-08-20T22:00:00.000Z
1, 68, 2021-08-01T22:00:00.000Z
1, 69, 2021-07-22T22:00:00.000Z
1, 33, 2021-07-23T22:00:00.000Z
1, 70, 2021-07-30T22:00:00.000Z
2, 71, 2021-08-30T22:00:00.000Z
2, 72, 2021-09-02T22:00:00.000Z
2, 73, 2021-07-21T22:00:00.000Z
2, 74, 2021-07-26T22:00:00.000Z
2, 75, 2021-08-10T22:00:00.000Z
2, 76, 2021-07-17T22:00:00.000Z
2, 77, 2021-08-26T22:00:00.000Z
2, 78, 2021-07-12T22:00:00.000Z
2, 79, 2021-08-27T22:00:00.000Z
2, 80, 2021-07-11T22:00:00.000Z
2, 81, 2021-09-06T22:00:00.000Z
2, 82, 2021-08-11T22:00:00.000Z
2, 83, 2021-08-23T22:00:00.000Z
2, 84, 2021-08-14T22:00:00.000Z
2, 85, 2021-08-13T22:00:00.000Z
2, 86, 2021-08-04T22:00:00.000Z
2, 87, 2021-07-18T22:00:00.000Z
2, 88, 2021-07-16T22:00:00.000Z
2, 89, 2021-08-04T22:00:00.000Z
2, 90, 2021-07-11T22:00:00.000Z
2, 91, 2021-08-12T22:00:00.000Z
2, 92, 2021-08-08T22:00:00.000Z
2, 93, 2021-08-22T22:00:00.000Z
2, 94, 2021-08-05T22:00:00.000Z
2, 95, 2021-08-03T22:00:00.000Z
2, 96, 2021-07-25T22:00:00.000Z
2, 97, 2021-08-06T22:00:00.000Z
2, 98, 2021-08-06T22:00:00.000Z
2, 99, 2021-08-26T22:00:00.000Z
2, 100, 2021-09-02T22:00:00.000Z
2, 101, 2021-08-06T22:00:00.000Z
2, 102, 2021-07-16T22:00:00.000Z
2, 103, 2021-08-25T22:00:00.000Z
2, 104, 2021-08-23T22:00:00.000Z
2, 105, 2021-07-13T22:00:00.000Z
3, 106, 2021-07-25T22:00:00.000Z
3, 107, 2021-08-30T22:00:00.000Z
3, 108, 2021-09-05T22:00:00.000Z
3, 109, 2021-07-19T22:00:00.000Z
3, 110, 2021-07-24T22:00:00.000Z
3, 111, 2021-08-15T22:00:00.000Z
3, 112, 2021-08-27T22:00:00.000Z
3, 113, 2021-07-25T22:00:00.000Z
3, 114, 2021-08-26T22:00:00.000Z
3, 115, 2021-08-03T22:00:00.000Z
3, 116, 2021-07-08T22:00:00.000Z
3, 117, 2021-08-30T22:00:00.000Z
3, 118, 2021-08-01T22:00:00.000Z
3, 119, 2021-07-16T22:00:00.000Z
3, 120, 2021-08-15T22:00:00.000Z
3, 121, 2021-08-21T22:00:00.000Z
3, 122, 2021-08-02T22:00:00.000Z
3, 94, 2021-09-07T22:00:00.000Z
3, 123, 2021-08-08T22:00:00.000Z
3, 124, 2021-07-21T22:00:00.000Z
3, 125, 2021-07-28T22:00:00.000Z
3, 126, 2021-08-23T22:00:00.000Z
3, 127, 2021-08-30T22:00:00.000Z
3, 128, 2021-08-19T22:00:00.000Z
3, 129, 2021-08-31T22:00:00.000Z
3, 130, 2021-09-04T22:00:00.000Z
4, 131, 2021-09-01T22:00:00.000Z
4, 132, 2021-07-17T22:00:00.000Z
4, 133, 2021-07-22T22:00:00.000Z
4, 134, 2021-08-11T22:00:00.000Z
4, 135, 2021-07-22T22:00:00.000Z
4, 136, 2021-09-03T22:00:00.000Z
4, 137, 2021-08-24T22:00:00.000Z
4, 138, 2021-08-03T22:00:00.000Z
4, 139, 2021-07-16T22:00:00.000Z
4, 140, 2021-08-22T22:00:00.000Z
4, 141, 2021-08-01T22:00:00.000Z
4, 142, 2021-08-05T22:00:00.000Z
4, 143, 2021-08-10T22:00:00.000Z
4, 144, 2021-08-21T22:00:00.000Z
4, 145, 2021-09-05T22:00:00.000Z
4, 146, 2021-08-10T22:00:00.000Z
4, 147, 2021-07-28T22:00:00.000Z
4, 148, 2021-07-17T22:00:00.000Z
4, 149, 2021-08-12T22:00:00.000Z
4, 150, 2021-08-04T22:00:00.000Z
4, 151, 2021-09-01T22:00:00.000Z
4, 152, 2021-07-13T22:00:00.000Z
4, 153, 2021-08-27T22:00:00.000Z
4, 154, 2021-09-01T22:00:00.000Z
4, 155, 2021-07-23T22:00:00.000Z
4, 156, 2021-08-02T22:00:00.000Z
4, 157, 2021-07-24T22:00:00.000Z
4, 158, 2021-08-08T22:00:00.000Z
4, 159, 2021-08-07T22:00:00.000Z
4, 160, 2021-07-20T22:00:00.000Z
4, 161, 2021-08-05T22:00:00.000Z
4, 162, 2021-08-25T22:00:00.000Z
4, 163, 2021-08-28T22:00:00.000Z
4, 164, 2021-08-05T22:00:00.000Z
4, 165, 2021-07-08T22:00:00.000Z
4, 166, 2021-07-08T22:00:00.000Z
4, 167, 2021-07-12T22:00:00.000Z
4, 168, 2021-08-17T22:00:00.000Z
4, 69, 2021-08-09T22:00:00.000Z
4, 169, 2021-08-11T22:00:00.000Z
4, 170, 2021-08-14T22:00:00.000Z
5, 171, 2021-08-27T22:00:00.000Z
5, 172, 2021-08-23T22:00:00.000Z
5, 173, 2021-08-09T22:00:00.000Z
5, 174, 2021-07-22T22:00:00.000Z
5, 3, 2021-08-26T22:00:00.000Z
5, 175, 2021-08-23T22:00:00.000Z
5, 176, 2021-09-07T22:00:00.000Z
5, 111, 2021-07-27T22:00:00.000Z
5, 177, 2021-08-02T22:00:00.000Z
5, 178, 2021-08-28T22:00:00.000Z
5, 179, 2021-08-28T22:00:00.000Z
5, 180, 2021-07-27T22:00:00.000Z
5, 181, 2021-08-20T22:00:00.000Z
5, 182, 2021-07-24T22:00:00.000Z
5, 183, 2021-08-19T22:00:00.000Z
5, 15, 2021-08-29T22:00:00.000Z
5, 184, 2021-08-26T22:00:00.000Z
5, 185, 2021-07-23T22:00:00.000Z
5, 186, 2021-07-12T22:00:00.000Z
5, 187, 2021-07-31T22:00:00.000Z
5, 188, 2021-09-06T22:00:00.000Z
5, 189, 2021-08-24T22:00:00.000Z
5, 190, 2021-07-15T22:00:00.000Z
5, 191, 2021-07-03T22:00:00.000Z
5, 29, 2021-08-31T22:00:00.000Z
5, 192, 2021-07-29T22:00:00.000Z
5, 193, 2021-08-23T22:00:00.000Z
5, 194, 2021-07-22T22:00:00.000Z
6, 38, 2021-07-21T22:00:00.000Z
6, 195, 2021-08-20T22:00:00.000Z
6, 196, 2021-07-25T22:00:00.000Z
6, 197, 2021-08-04T22:00:00.000Z
6, 198, 2021-07-16T22:00:00.000Z
6, 199, 2021-07-13T22:00:00.000Z
6, 200, 2021-08-10T22:00:00.000Z
6, 201, 2021-08-22T22:00:00.000Z
6, 202, 2021-08-25T22:00:00.000Z
6, 203, 2021-07-14T22:00:00.000Z
6, 204, 2021-08-09T22:00:00.000Z
6, 205, 2021-08-06T22:00:00.000Z
6, 177, 2021-08-30T22:00:00.000Z
6, 206, 2021-08-01T22:00:00.000Z
6, 207, 2021-08-16T22:00:00.000Z
6, 208, 2021-08-30T22:00:00.000Z
6, 209, 2021-08-02T22:00:00.000Z
6, 210, 2021-07-19T22:00:00.000Z
6, 211, 2021-08-22T22:00:00.000Z
6, 212, 2021-08-10T22:00:00.000Z
6, 213, 2021-08-02T22:00:00.000Z
6, 214, 2021-08-27T22:00:00.000Z
6, 54, 2021-08-17T22:00:00.000Z
6, 215, 2021-08-31T22:00:00.000Z
6, 216, 2021-08-22T22:00:00.000Z
6, 124, 2021-07-22T22:00:00.000Z
6, 217, 2021-08-12T22:00:00.000Z
6, 218, 2021-09-03T22:00:00.000Z
6, 219, 2021-08-25T22:00:00.000Z
6, 220, 2021-07-22T22:00:00.000Z
6, 221, 2021-08-15T22:00:00.000Z
6, 222, 2021-07-22T22:00:00.000Z
6, 223, 2021-08-05T22:00:00.000Z
6, 224, 2021-08-11T22:00:00.000Z
6, 225, 2021-08-29T22:00:00.000Z
6, 168, 2021-08-22T22:00:00.000Z
6, 226, 2021-08-21T22:00:00.000Z
6, 227, 2021-08-13T22:00:00.000Z
6, 228, 2021-07-28T22:00:00.000Z
7, 229, 2021-08-19T22:00:00.000Z
7, 230, 2021-07-19T22:00:00.000Z
7, 231, 2021-08-14T22:00:00.000Z
7, 232, 2021-09-04T22:00:00.000Z
7, 233, 2021-08-20T22:00:00.000Z
7, 234, 2021-07-13T22:00:00.000Z
7, 119, 2021-07-07T22:00:00.000Z
7, 235, 2021-08-13T22:00:00.000Z
7, 236, 2021-08-01T22:00:00.000Z
7, 237, 2021-07-09T22:00:00.000Z
7, 238, 2021-07-31T22:00:00.000Z
7, 239, 2021-07-13T22:00:00.000Z
7, 55, 2021-07-19T22:00:00.000Z
7, 240, 2021-08-15T22:00:00.000Z
7, 241, 2021-07-26T22:00:00.000Z
7, 242, 2021-07-28T22:00:00.000Z
7, 243, 2021-07-07T22:00:00.000Z
7, 244, 2021-08-23T22:00:00.000Z
7, 226, 2021-07-19T22:00:00.000Z
7, 245, 2021-07-10T22:00:00.000Z
8, 246, 2021-08-22T22:00:00.000Z
8, 247, 2021-07-20T22:00:00.000Z
8, 5, 2021-08-25T22:00:00.000Z
8, 248, 2021-08-10T22:00:00.000Z
8, 249, 2021-08-12T22:00:00.000Z
8, 250, 2021-07-14T22:00:00.000Z
8, 251, 2021-08-19T22:00:00.000Z
8, 88, 2021-08-07T22:00:00.000Z
8, 252, 2021-07-26T22:00:00.000Z
8, 239, 2021-08-19T22:00:00.000Z
8, 186, 2021-08-09T22:00:00.000Z
8, 253, 2021-08-25T22:00:00.000Z
8, 254, 2021-07-15T22:00:00.000Z
8, 255, 2021-08-04T22:00:00.000Z
8, 166, 2021-07-10T22:00:00.000Z
8, 256, 2021-08-25T22:00:00.000Z
8, 257, 2021-07-10T22:00:00.000Z
9, 4, 2021-09-06T22:00:00.000Z
9, 258, 2021-08-08T22:00:00.000Z
9, 259, 2021-08-23T22:00:00.000Z
9, 260, 2021-07-15T22:00:00.000Z
9, 261, 2021-07-18T22:00:00.000Z
9, 262, 2021-08-14T22:00:00.000Z
9, 263, 2021-08-26T22:00:00.000Z
9, 264, 2021-07-12T22:00:00.000Z
9, 119, 2021-08-22T22:00:00.000Z
9, 265, 2021-07-14T22:00:00.000Z
9, 266, 2021-09-03T22:00:00.000Z
9, 267, 2021-07-31T22:00:00.000Z
9, 268, 2021-09-05T22:00:00.000Z
9, 269, 2021-07-16T22:00:00.000Z
9, 52, 2021-08-09T22:00:00.000Z
9, 270, 2021-07-30T22:00:00.000Z
9, 156, 2021-08-03T22:00:00.000Z
9, 271, 2021-07-20T22:00:00.000Z
9, 186, 2021-08-01T22:00:00.000Z
9, 242, 2021-08-18T22:00:00.000Z
9, 272, 2021-07-21T22:00:00.000Z
9, 273, 2021-07-22T22:00:00.000Z
9, 274, 2021-08-06T22:00:00.000Z
9, 224, 2021-08-11T22:00:00.000Z
9, 275, 2021-07-26T22:00:00.000Z
9, 69, 2021-08-11T22:00:00.000Z
9, 130, 2021-07-07T22:00:00.000Z
9, 276, 2021-08-25T22:00:00.000Z
10, 277, 2021-08-16T22:00:00.000Z
10, 278, 2021-08-05T22:00:00.000Z
10, 279, 2021-07-28T22:00:00.000Z
10, 280, 2021-08-10T22:00:00.000Z
10, 281, 2021-08-12T22:00:00.000Z
10, 282, 2021-08-09T22:00:00.000Z
10, 283, 2021-08-20T22:00:00.000Z
10, 284, 2021-07-06T22:00:00.000Z
10, 285, 2021-09-05T22:00:00.000Z
10, 286, 2021-07-27T22:00:00.000Z
10, 43, 2021-08-02T22:00:00.000Z
10, 287, 2021-08-20T22:00:00.000Z
10, 7, 2021-07-26T22:00:00.000Z
10, 261, 2021-08-23T22:00:00.000Z
10, 83, 2021-08-24T22:00:00.000Z
10, 288, 2021-07-30T22:00:00.000Z
10, 85, 2021-09-06T22:00:00.000Z
10, 289, 2021-09-05T22:00:00.000Z
10, 290, 2021-09-05T22:00:00.000Z
10, 291, 2021-08-24T22:00:00.000Z
10, 292, 2021-07-13T22:00:00.000Z
10, 152, 2021-08-27T22:00:00.000Z
10, 293, 2021-08-18T22:00:00.000Z
10, 294, 2021-08-20T22:00:00.000Z
10, 295, 2021-07-24T22:00:00.000Z
10, 95, 2021-07-26T22:00:00.000Z
10, 296, 2021-07-18T22:00:00.000Z
